StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,flag_unrealistic,EngagementScore,AcademicEffort,PerformanceGap,StudyEfficiency,WellbeingIndex,DigitalScore,MotivationXResources,AttendanceXStudy,ExamXEngagement,GMM_Cluster
24,68,1,1,1,0,1,29,2,13,1,78,61,1,1,2,0,78.4,30.5,-17,2.5416666666666665,1,2.3,1,16.32,48.01606425702812,0
18,94,1,1,0,0,1,21,0,0,1,83,93,1,2,0,0,90.80000000000001,18.0,10,5.166666666666667,-1,1.0,0,16.919999999999998,84.7831325301205,0
18,94,1,1,0,0,1,29,1,17,1,55,51,1,2,3,0,79.6,26.5,-4,2.8333333333333335,-1,2.7,0,16.919999999999998,40.75903614457831,0
17,78,1,0,1,0,0,24,1,14,1,84,59,0,0,2,0,74.80000000000001,24.0,-25,3.4705882352941178,2,1.4000000000000001,1,13.26,44.30923694779117,0
17,78,1,0,1,0,0,26,3,9,0,90,85,1,2,0,0,67.2,21.5,-5,5.0,0,1.9,1,13.26,57.34939759036145,0
17,78,1,0,1,0,0,29,1,20,1,58,85,0,2,0,0,64.4,27.0,27,5.0,0,2.0,1,13.26,54.95983935742972,0
26,61,2,1,1,0,0,28,2,20,0,69,99,1,2,0,0,62.0,36.0,30,3.8076923076923075,1,3.0,2,15.86,61.62650602409639,0
15,83,2,0,0,0,0,20,1,5,0,50,93,1,1,0,0,53.2,17.5,43,6.2,1,1.5,0,12.45,49.67469879518073,0
15,83,2,0,0,0,0,22,2,9,1,69,64,1,1,2,0,70.80000000000001,19.5,-5,4.266666666666667,1,1.9,0,12.45,45.49397590361447,0
22,98,2,0,0,0,0,19,1,20,0,52,75,0,2,1,0,60.0,32.0,23,3.409090909090909,0,2.0,0,21.56,45.18072289156627,0
22,98,2,0,0,0,0,29,0,16,1,58,66,1,2,2,0,72.4,30.0,8,3.0,0,2.6,0,21.56,47.975903614457835,0
22,98,0,1,1,0,0,19,1,20,0,52,75,0,2,1,0,70.0,32.0,23,3.409090909090909,-1,2.0,0,21.56,52.71084337349398,0
22,98,0,1,1,0,0,29,0,16,1,58,66,1,2,2,0,82.4,30.0,8,3.0,-1,2.6,0,21.56,54.60240963855422,0
29,96,2,0,2,0,1,28,1,5,1,90,59,0,0,2,0,84.4,31.5,-31,2.0344827586206895,4,0.5,4,27.84,49.99598393574298,0
29,96,2,0,2,0,1,19,3,1,1,72,90,0,1,0,0,77.2,29.5,18,3.103448275862069,3,0.1,4,27.84,69.75903614457832,0
29,96,2,0,2,0,1,20,2,20,1,50,84,0,2,1,0,68.4,39.0,34,2.896551724137931,2,2.0,4,27.84,57.686746987951814,0
20,71,1,1,1,0,0,25,2,14,0,68,81,1,0,1,0,65.60000000000001,27.0,13,4.05,2,2.4000000000000004,1,14.2,53.349397590361455,0
25,70,1,1,0,0,0,23,0,19,1,65,75,1,2,1,0,74.0,34.5,10,3.0,-1,2.9000000000000004,0,17.5,55.72289156626506,0
25,70,1,1,0,0,0,24,0,7,1,75,78,0,0,1,0,78.0,28.5,3,3.12,1,0.7000000000000001,0,17.5,61.08433734939759,0
25,70,0,0,1,0,0,23,0,19,1,65,75,1,2,1,0,64.0,34.5,10,3.0,-1,2.9000000000000004,0,17.5,48.19277108433735,0
25,70,0,0,1,0,0,24,0,7,1,75,78,0,0,1,0,68.0,28.5,3,3.12,1,0.7000000000000001,0,17.5,53.25301204819277,0
21,77,2,1,0,0,1,23,3,20,1,73,47,0,2,3,0,80.0,31.0,-26,2.238095238095238,0,2.0,0,16.17,37.75100401606426,0
21,77,2,1,0,0,1,18,0,1,1,97,50,1,2,3,0,89.60000000000001,21.5,-47,2.380952380952381,0,1.1,0,16.17,44.979919678714865,0
19,69,1,1,1,0,1,18,0,1,0,71,96,0,0,0,0,66.0,19.5,25,5.052631578947368,2,0.1,1,13.11,63.6144578313253,0
19,69,1,1,1,0,1,28,1,2,0,68,84,0,2,1,0,64.80000000000001,20.0,16,4.421052631578948,0,0.2,1,13.11,54.650602409638566,0
19,69,1,1,0,0,1,18,0,1,0,71,96,0,0,0,0,66.0,19.5,25,5.052631578947368,1,0.1,0,13.11,63.6144578313253,0
19,69,1,1,0,0,1,28,1,2,0,68,84,0,2,1,0,64.80000000000001,20.0,16,4.421052631578948,-1,0.2,0,13.11,54.650602409638566,0
15,95,1,0,1,0,1,20,0,12,0,64,64,0,2,2,0,63.6,21.0,0,4.266666666666667,0,1.2000000000000002,1,14.25,40.867469879518076,0
15,95,1,0,1,0,1,22,1,6,1,79,41,0,0,3,0,79.6,18.0,-38,2.7333333333333334,2,0.6000000000000001,1,14.25,32.76706827309237,0
15,95,1,0,1,0,1,20,2,16,1,80,53,1,1,3,0,80.0,23.0,-27,3.533333333333333,1,2.6,1,14.25,42.57028112449799,0
17,88,0,0,1,0,1,20,0,7,0,95,66,0,1,2,0,73.2,20.5,-29,3.8823529411764706,0,0.7000000000000001,0,14.96,48.506024096385545,0
17,88,0,0,1,0,1,26,1,15,1,64,79,1,0,1,0,70.80000000000001,24.5,15,4.647058823529412,1,2.5,0,14.96,56.15662650602411,0
17,88,0,0,1,0,1,29,1,16,1,69,46,1,2,3,0,72.80000000000001,25.0,-23,2.7058823529411766,-1,2.6,0,14.96,33.62248995983937,0
17,88,0,0,1,0,1,24,2,15,1,53,61,0,1,2,0,66.4,24.5,8,3.588235294117647,0,1.5,0,14.96,40.66666666666667,0
17,88,2,1,1,0,1,20,0,7,0,95,66,0,1,2,0,83.2,20.5,-29,3.8823529411764706,2,0.7000000000000001,2,14.96,55.13253012048193,0
17,88,2,1,1,0,1,26,1,15,1,64,79,1,0,1,0,80.80000000000001,24.5,15,4.647058823529412,3,2.5,2,14.96,64.08835341365463,0
17,88,2,1,1,0,1,29,1,16,1,69,46,1,2,3,0,82.80000000000001,25.0,-23,2.7058823529411766,1,2.6,2,14.96,38.24096385542169,0
17,88,2,1,1,0,1,24,2,15,1,53,61,0,1,2,0,76.4,24.5,8,3.588235294117647,2,1.5,2,14.96,46.79116465863454,0
17,86,0,0,0,0,1,19,0,12,0,92,97,1,1,0,0,71.2,23.0,5,5.705882352941177,-1,2.2,0,14.62,69.3413654618474,0
17,86,0,0,0,0,1,26,1,0,0,54,95,1,1,0,0,56.0,17.0,41,5.588235294117647,-1,1.0,0,14.62,53.41365461847389,0
17,86,0,0,0,0,1,24,3,20,1,88,73,1,2,1,0,79.6,27.0,-15,4.294117647058823,-2,3.0,0,14.62,58.34136546184739,0
17,86,1,0,1,0,1,19,0,12,0,92,97,1,1,0,0,71.2,23.0,5,5.705882352941177,1,2.2,1,14.62,69.3413654618474,0
17,86,1,0,1,0,1,26,1,0,0,54,95,1,1,0,0,56.0,17.0,41,5.588235294117647,1,1.0,1,14.62,53.41365461847389,0
17,86,1,0,1,0,1,24,3,20,1,88,73,1,2,1,0,79.6,27.0,-15,4.294117647058823,0,3.0,1,14.62,58.34136546184739,0
22,64,1,0,0,0,1,18,2,6,1,70,97,1,0,0,0,63.6,25.0,27,4.409090909090909,1,1.6,0,14.08,61.939759036144586,0
22,64,1,0,0,0,1,27,0,14,1,85,90,1,1,0,0,69.6,29.0,5,4.090909090909091,0,2.4000000000000004,0,14.08,62.89156626506024,0
22,64,1,0,0,0,1,29,2,20,1,88,74,1,2,1,0,70.80000000000001,32.0,-14,3.3636363636363638,-1,3.0,0,14.08,52.60240963855423,0
22,64,1,0,0,0,1,24,1,15,1,55,49,0,0,3,0,57.6,29.5,-6,2.227272727272727,1,1.5,0,14.08,28.337349397590366,0
19,67,0,1,1,0,1,19,0,8,1,74,81,0,2,1,0,76.4,23.0,7,4.2631578947368425,-1,0.8,0,12.73,62.13253012048194,0
19,67,0,0,2,0,1,19,0,8,1,74,81,0,2,1,0,66.4,23.0,7,4.2631578947368425,0,0.8,0,12.73,54.00000000000001,0
15,98,1,1,0,0,1,21,2,3,1,95,100,0,2,0,0,97.2,16.5,5,6.666666666666667,-1,0.30000000000000004,0,14.7,97.59036144578313,0
19,66,1,0,0,0,0,26,0,12,1,99,96,1,2,0,0,76.0,25.0,-3,5.052631578947368,-1,2.2,0,12.540000000000001,73.25301204819277,0
13,84,1,0,1,0,1,24,3,19,0,59,63,0,0,2,0,57.2,22.5,4,4.846153846153846,2,1.9000000000000001,1,10.92,36.18072289156627,0
13,84,1,0,1,0,1,28,1,15,1,73,58,1,1,2,0,72.80000000000001,20.5,-15,4.461538461538462,1,2.5,1,10.92,42.39357429718876,0
13,84,1,0,1,0,1,23,2,13,0,61,79,1,0,1,0,58.0,19.5,18,6.076923076923077,2,2.3,1,10.92,46.00401606425703,0
13,84,1,0,1,0,1,26,2,0,0,87,86,1,2,0,0,68.4,13.0,-1,6.615384615384615,0,1.0,1,10.92,59.06024096385543,0
13,84,1,0,1,0,1,24,0,12,0,89,84,1,1,1,0,69.2,19.0,-5,6.461538461538462,1,2.2,1,10.92,58.36144578313254,0
13,84,1,0,1,0,1,29,2,10,0,99,71,1,0,1,0,73.2,18.0,-28,5.461538461538462,2,2.0,1,10.92,52.18072289156627,0
12,88,1,0,0,0,1,22,0,18,0,87,55,1,2,2,0,70.0,21.0,-32,4.583333333333333,-1,2.8,0,10.56,38.65461847389559,0
12,88,1,0,0,0,1,22,3,15,1,63,96,1,2,0,0,70.4,19.5,33,8.0,-1,2.5,0,10.56,67.85542168674701,0
12,88,1,0,0,0,1,20,2,12,1,86,77,1,1,1,0,79.6,18.0,-9,6.416666666666667,0,2.2,0,10.56,61.53815261044176,0
20,77,0,1,1,0,0,19,0,20,1,76,59,1,1,2,0,81.2,30.0,-17,2.95,0,3.0,0,15.4,48.100401606425706,0
20,77,0,1,1,0,0,29,0,14,1,53,69,1,2,2,0,72.0,27.0,16,3.45,-1,2.4000000000000004,0,15.4,49.87951807228916,0
14,81,2,1,0,0,0,23,0,18,0,91,49,1,2,3,0,78.8,23.0,-42,3.5,0,2.8,0,11.34,38.76706827309237,0
14,81,1,0,1,0,0,23,0,18,0,91,49,1,2,3,0,68.8,23.0,-42,3.5,0,2.8,1,11.34,33.84738955823293,0
15,78,2,0,1,0,1,22,2,14,0,89,86,1,2,0,0,66.80000000000001,22.0,-3,5.733333333333333,1,2.4000000000000004,2,11.700000000000001,57.67871485943776,0
25,87,1,1,1,0,1,26,3,6,0,62,72,0,1,1,0,69.60000000000001,28.0,10,2.88,1,0.6000000000000001,1,21.75,50.3132530120482,0
25,87,1,1,1,0,1,21,2,19,1,62,50,0,0,3,0,79.60000000000001,34.5,-12,2.0,2,1.9000000000000001,1,21.75,39.95983935742973,0
25,87,1,1,1,0,1,19,1,5,1,94,82,1,2,1,0,92.4,27.5,-12,3.28,0,1.5,1,21.75,76.07228915662651,0
22,82,2,0,1,0,0,26,0,14,1,93,70,0,0,1,0,80.0,29.0,-23,3.1818181818181817,3,1.4000000000000001,2,18.04,56.22489959839358,0
22,82,2,0,1,0,0,21,2,14,0,97,86,0,2,0,0,71.60000000000001,29.0,-11,3.909090909090909,1,1.4000000000000001,2,18.04,61.823293172690775,0
25,73,2,0,2,0,0,25,0,1,0,82,45,0,2,3,0,62.00000000000001,25.5,-37,1.8,2,0.1,4,18.25,28.012048192771086,0
25,73,2,0,2,0,0,27,0,4,0,81,62,1,2,2,0,61.6,27.0,-19,2.48,2,1.4,4,18.25,38.34538152610442,0
25,73,2,0,2,0,0,19,3,0,0,57,54,1,0,3,0,52.0,25.0,-3,2.16,4,1.0,4,18.25,28.192771084337352,0
22,95,0,1,1,0,0,26,3,6,1,67,49,1,2,3,0,84.8,25.0,-18,2.227272727272727,-1,1.6,0,20.9,41.71887550200803,0
22,95,0,1,1,0,0,21,0,10,1,64,40,1,1,3,0,83.6,27.0,-24,1.8181818181818181,0,2.0,0,20.9,33.57429718875502,0
22,95,0,1,1,0,0,22,1,7,0,56,72,1,2,1,0,70.4,25.5,16,3.272727272727273,-1,1.7000000000000002,0,20.9,50.89156626506025,0
22,95,0,1,1,0,0,24,2,6,1,98,92,0,0,0,0,97.2,25.0,-6,4.181818181818182,1,0.6000000000000001,0,20.9,89.78313253012048,0
22,95,0,1,1,0,0,21,1,10,1,98,64,0,2,2,0,97.2,27.0,-34,2.909090909090909,-1,1.0,0,20.9,62.45783132530121,0
22,83,1,1,0,0,0,22,0,18,0,73,44,1,0,3,0,72.4,31.0,-29,2.0,1,2.8,0,18.259999999999998,31.98393574297189,0
22,83,1,1,0,0,0,20,3,20,1,71,64,1,2,2,0,81.60000000000001,32.0,-7,2.909090909090909,-1,3.0,0,18.259999999999998,52.43373493975904,0
22,83,1,1,0,0,0,20,2,2,0,66,87,1,2,0,0,69.60000000000001,23.0,21,3.9545454545454546,-1,1.2,0,18.259999999999998,60.79518072289158,0
22,83,2,0,1,0,0,22,0,18,0,73,44,1,0,3,0,62.400000000000006,31.0,-29,2.0,3,2.8,2,18.259999999999998,27.56626506024097,0
22,83,2,0,1,0,0,20,3,20,1,71,64,1,2,2,0,71.60000000000001,32.0,-7,2.909090909090909,1,3.0,2,18.259999999999998,46.00803212851407,0
22,83,2,0,1,0,0,20,2,2,0,66,87,1,2,0,0,59.60000000000001,23.0,21,3.9545454545454546,1,1.2,2,18.259999999999998,52.060240963855435,0
22,83,2,1,1,0,0,22,0,18,0,73,44,1,0,3,0,72.4,31.0,-29,2.0,3,2.8,2,18.259999999999998,31.98393574297189,0
22,83,2,1,1,0,0,20,3,20,1,71,64,1,2,2,0,81.60000000000001,32.0,-7,2.909090909090909,1,3.0,2,18.259999999999998,52.43373493975904,0
22,83,2,1,1,0,0,20,2,2,0,66,87,1,2,0,0,69.60000000000001,23.0,21,3.9545454545454546,1,1.2,2,18.259999999999998,60.79518072289158,0
22,87,2,1,1,0,0,29,3,6,0,100,61,1,2,2,0,84.80000000000001,25.0,-39,2.772727272727273,1,1.6,2,19.14,51.93574297188756,0
22,87,2,1,1,0,0,27,2,15,1,53,45,1,2,3,0,76.0,29.5,-8,2.0454545454545454,1,2.5,2,19.14,34.337349397590366,0
22,87,2,1,1,0,0,27,3,1,1,83,83,0,1,1,0,88.0,22.5,0,3.772727272727273,2,0.1,2,19.14,73.33333333333333,0
22,87,2,1,1,0,0,22,2,18,1,89,86,1,1,0,0,90.4,31.0,-3,3.909090909090909,2,2.8,2,19.14,78.0562248995984,0
22,87,2,1,1,0,0,26,3,6,1,52,47,0,2,3,0,75.60000000000001,25.0,-5,2.1363636363636362,1,0.6000000000000001,2,19.14,35.67469879518073,0
16,92,1,1,2,0,1,29,1,16,1,67,66,1,2,2,0,83.60000000000001,24.0,-1,4.125,1,2.6,2,14.72,55.39759036144579,0
16,92,1,1,2,0,1,24,1,3,1,74,61,1,2,2,0,86.4,17.5,-13,3.8125,1,1.3,2,14.72,52.915662650602414,0
16,92,1,1,2,0,1,25,1,10,0,84,56,0,2,2,0,80.4,21.0,-28,3.5,1,1.0,2,14.72,45.20481927710844,0
14,97,2,0,1,0,0,19,1,0,1,75,79,1,2,1,0,78.80000000000001,14.0,4,5.642857142857143,1,1.0,2,13.58,62.50200803212853,0
14,97,2,0,1,0,0,20,3,6,1,77,57,1,2,2,0,79.60000000000001,17.0,-20,4.071428571428571,1,1.6,2,13.58,45.55421686746989,0
14,97,2,0,1,0,0,20,0,2,1,94,86,1,0,0,0,86.4,15.0,-8,6.142857142857143,3,1.2,2,13.58,74.60240963855424,0
14,97,2,0,1,0,0,29,3,3,1,93,48,1,1,3,0,86.0,15.5,-45,3.4285714285714284,2,1.3,2,13.58,41.445783132530124,0
15,77,1,1,0,0,1,19,2,2,0,90,74,0,2,1,0,76.8,16.0,-16,4.933333333333334,-1,0.2,0,11.55,57.06024096385543,0
15,77,1,1,0,0,1,28,0,10,1,51,81,1,2,1,0,71.2,20.0,30,5.4,-1,2.0,0,11.55,57.90361445783134,0
22,87,0,1,1,0,1,18,3,16,1,100,82,1,2,1,0,94.80000000000001,30.0,-18,3.727272727272727,-1,2.6,0,19.14,78.04819277108435,0
31,84,1,0,1,0,1,26,2,3,0,60,56,1,1,2,0,57.6,32.5,-4,1.8064516129032258,1,1.3,1,26.04,32.385542168674704,0
31,84,1,0,1,0,1,22,0,10,1,91,70,1,2,1,0,80.0,36.0,-21,2.2580645161290325,0,2.0,1,26.04,56.22489959839358,0
15,96,1,0,2,0,1,18,0,9,0,98,73,0,2,1,0,77.60000000000001,19.5,-25,4.866666666666666,1,0.9,2,14.399999999999999,56.875502008032136,0
25,82,1,0,1,0,0,18,2,14,0,79,72,0,0,1,0,64.4,32.0,-7,2.88,2,1.4000000000000001,1,20.5,46.55421686746988,0
25,82,1,0,1,0,0,18,2,0,0,88,49,1,2,3,0,68.0,25.0,-39,1.96,0,1.0,1,20.5,33.45381526104418,0
29,96,1,1,0,0,0,28,0,17,1,62,59,1,2,2,0,83.2,37.5,-3,2.0344827586206895,-1,2.7,0,27.84,49.285140562249,0
18,78,1,1,2,0,0,29,3,8,1,50,67,0,2,2,0,71.2,22.0,17,3.7222222222222223,1,0.8,2,14.040000000000001,47.89558232931728,0
18,78,1,1,0,0,0,29,3,8,1,50,67,0,2,2,0,71.2,22.0,17,3.7222222222222223,-1,0.8,0,14.040000000000001,47.89558232931728,0
23,71,1,1,1,0,1,26,3,2,1,69,46,0,2,3,0,76.0,24.0,-23,2.0,0,0.2,1,16.33,35.100401606425706,0
24,63,0,0,0,0,0,26,3,8,1,81,60,1,2,2,0,67.6,28.0,-21,2.5,-2,1.8,0,15.120000000000001,40.72289156626506,0
24,63,0,0,0,0,0,27,2,19,1,95,89,1,2,0,1,73.2,33.5,-6,3.7083333333333335,-2,2.9000000000000004,0,15.120000000000001,65.40963855421687,0
24,63,0,0,0,0,0,29,1,4,1,58,88,1,2,0,0,58.400000000000006,26.0,30,3.6666666666666665,-2,1.4,0,15.120000000000001,51.5983935742972,0
24,63,1,0,1,0,0,26,3,8,1,81,60,1,2,2,0,67.6,28.0,-21,2.5,0,1.8,1,15.120000000000001,40.72289156626506,0
24,63,1,0,1,0,0,27,2,19,1,95,89,1,2,0,1,73.2,33.5,-6,3.7083333333333335,0,2.9000000000000004,1,15.120000000000001,65.40963855421687,0
24,63,1,0,1,0,0,29,1,4,1,58,88,1,2,0,0,58.400000000000006,26.0,30,3.6666666666666665,0,1.4,1,15.120000000000001,51.5983935742972,0
20,67,1,0,0,0,1,29,1,5,1,85,57,1,0,2,0,70.8,22.5,-28,2.85,1,1.5,0,13.4,40.51807228915662,0
20,67,1,0,0,0,1,24,0,9,0,83,100,0,2,0,0,60.0,24.5,17,5.0,-1,0.9,0,13.4,60.24096385542169,0
20,67,1,0,0,0,1,26,1,5,1,59,63,1,2,2,0,60.400000000000006,22.5,4,3.15,-1,1.5,0,13.4,38.20481927710844,0
21,95,2,1,0,0,1,26,2,2,1,72,100,1,2,0,0,86.8,22.0,28,4.761904761904762,0,1.2,0,19.95,87.14859437751005,0
21,95,2,1,0,0,1,22,1,20,1,58,56,0,2,2,0,81.2,31.0,-2,2.6666666666666665,0,2.0,0,19.95,45.65461847389558,0
21,95,2,1,0,0,1,24,3,11,1,88,94,1,2,0,0,93.2,26.5,6,4.476190476190476,0,2.1,0,19.95,87.95983935742973,0
21,95,2,1,0,0,1,20,1,15,0,99,71,1,1,1,0,87.6,28.5,-28,3.380952380952381,1,2.5,0,19.95,62.44578313253012,0
21,95,2,1,0,0,1,18,3,10,1,88,76,1,1,1,0,93.2,26.0,-12,3.619047619047619,1,2.0,0,19.95,71.11646586345383,0
21,95,2,1,1,0,1,26,2,2,1,72,100,1,2,0,0,86.8,22.0,28,4.761904761904762,1,1.2,2,19.95,87.14859437751005,0
21,95,2,1,1,0,1,22,1,20,1,58,56,0,2,2,0,81.2,31.0,-2,2.6666666666666665,1,2.0,2,19.95,45.65461847389558,0
21,95,2,1,1,0,1,24,3,11,1,88,94,1,2,0,0,93.2,26.5,6,4.476190476190476,1,2.1,2,19.95,87.95983935742973,0
21,95,2,1,1,0,1,20,1,15,0,99,71,1,1,1,0,87.6,28.5,-28,3.380952380952381,2,2.5,2,19.95,62.44578313253012,0
21,95,2,1,1,0,1,18,3,10,1,88,76,1,1,1,0,93.2,26.0,-12,3.619047619047619,2,2.0,2,19.95,71.11646586345383,0
13,69,0,1,2,0,0,23,1,16,1,56,65,0,1,2,0,70.0,21.0,9,5.0,1,1.6,0,8.969999999999999,45.682730923694784,0
13,69,0,1,2,0,0,18,0,7,0,74,72,0,2,1,0,67.2,16.5,-2,5.538461538461538,0,0.7000000000000001,0,8.969999999999999,48.578313253012055,0
13,69,0,1,2,0,0,23,3,12,1,96,61,1,1,2,0,86.0,19.0,-35,4.6923076923076925,1,2.2,0,8.969999999999999,52.6706827309237,0
13,69,0,1,2,0,0,28,0,12,1,58,50,0,2,3,0,70.80000000000001,19.0,-8,3.8461538461538463,0,1.2000000000000002,0,8.969999999999999,35.54216867469881,0
20,81,1,1,2,0,1,19,0,2,1,73,56,0,0,2,0,81.6,21.0,-17,2.8,3,0.2,2,16.200000000000003,45.87951807228916,0
20,81,1,1,2,0,1,22,2,12,1,83,81,1,2,1,0,85.6,26.0,-2,4.05,1,2.2,2,16.200000000000003,69.6144578313253,0
20,81,2,1,0,0,1,19,0,2,1,73,56,0,0,2,0,81.6,21.0,-17,2.8,2,0.2,0,16.200000000000003,45.87951807228916,0
20,81,2,1,0,0,1,22,2,12,1,83,81,1,2,1,0,85.6,26.0,-2,4.05,0,2.2,0,16.200000000000003,69.6144578313253,0
12,90,0,1,1,0,1,24,1,7,0,88,94,0,2,0,0,81.2,15.5,6,7.833333333333333,-1,0.7000000000000001,0,10.8,76.63453815261045,0
12,90,0,1,1,0,1,18,1,0,0,62,70,0,2,1,0,70.8,12.0,8,5.833333333333333,-1,0.0,0,10.8,49.75903614457831,0
12,90,0,1,1,0,1,20,0,5,1,67,73,1,1,1,0,82.8,14.5,6,6.083333333333333,0,1.5,0,10.8,60.68674698795181,0
12,90,2,1,0,0,1,24,1,7,0,88,94,0,2,0,0,81.2,15.5,6,7.833333333333333,0,0.7000000000000001,0,10.8,76.63453815261045,0
12,90,2,1,0,0,1,18,1,0,0,62,70,0,2,1,0,70.8,12.0,8,5.833333333333333,0,0.0,0,10.8,49.75903614457831,0
12,90,2,1,0,0,1,20,0,5,1,67,73,1,1,1,0,82.8,14.5,6,6.083333333333333,1,1.5,0,10.8,60.68674698795181,0
23,74,2,1,0,0,1,22,2,4,1,61,84,1,2,1,0,74.0,25.0,23,3.652173913043478,0,1.4,0,17.02,62.40963855421687,0
23,74,2,1,0,0,1,28,2,14,1,72,56,0,2,2,0,78.4,30.0,-16,2.4347826086956523,0,1.4000000000000001,0,17.02,44.08032128514057,0
23,74,2,1,0,0,1,26,3,1,1,65,62,1,2,2,0,75.6,23.5,-3,2.6956521739130435,0,1.1,0,17.02,47.06024096385542,0
23,74,1,1,1,0,1,22,2,4,1,61,84,1,2,1,0,74.0,25.0,23,3.652173913043478,0,1.4,1,17.02,62.40963855421687,0
23,74,1,1,1,0,1,28,2,14,1,72,56,0,2,2,0,78.4,30.0,-16,2.4347826086956523,0,1.4000000000000001,1,17.02,44.08032128514057,0
23,74,1,1,1,0,1,26,3,1,1,65,62,1,2,2,0,75.6,23.5,-3,2.6956521739130435,0,1.1,1,17.02,47.06024096385542,0
