StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,flag_unrealistic,EngagementScore,AcademicEffort,PerformanceGap,StudyEfficiency,WellbeingIndex,DigitalScore,MotivationXResources,AttendanceXStudy,ExamXEngagement,GMM_Cluster
19,92,2,0,1,1,0,19,3,12,1,63,40,1,2,3,0,72.0,25.0,-23,2.1052631578947367,1,3.2,2,17.48,28.91566265060241,1
19,92,2,1,1,1,0,19,3,12,1,63,40,1,2,3,0,82.0,25.0,-23,2.1052631578947367,1,3.2,2,17.48,32.93172690763052,1
19,92,1,0,2,1,0,19,3,12,1,63,40,1,2,3,0,72.0,25.0,-23,2.1052631578947367,1,3.2,2,17.48,28.91566265060241,1
29,84,0,1,0,1,1,21,2,10,1,57,48,1,2,3,0,76.4,34.0,-9,1.6551724137931034,-2,3.0,0,24.36,36.81927710843374,1
29,84,0,1,0,1,1,28,2,14,0,74,60,1,0,2,0,73.2,36.0,-14,2.0689655172413794,0,3.4000000000000004,0,24.36,44.096385542168676,1
29,84,1,1,1,1,1,21,2,10,1,57,48,1,2,3,0,76.4,34.0,-9,1.6551724137931034,0,3.0,1,24.36,36.81927710843374,1
29,84,1,1,1,1,1,28,2,14,0,74,60,1,0,2,0,73.2,36.0,-14,2.0689655172413794,2,3.4000000000000004,1,24.36,44.096385542168676,1
25,78,2,1,1,1,1,18,2,17,0,91,58,1,2,2,0,77.6,33.5,-33,2.32,1,3.7,2,19.5,45.18875502008032,1
25,78,0,1,1,1,1,18,2,17,0,91,58,1,2,2,0,77.6,33.5,-33,2.32,-1,3.7,0,19.5,45.18875502008032,1
23,98,1,1,1,1,1,27,2,5,0,65,58,0,2,2,0,75.2,25.5,-7,2.5217391304347827,0,1.5,1,22.54,43.79116465863454,1
23,98,1,1,1,1,1,27,1,4,1,100,93,0,2,0,0,99.2,25.0,-7,4.043478260869565,0,1.4,1,22.54,92.62650602409639,1
23,98,0,0,1,1,1,27,2,5,0,65,58,0,2,2,0,65.2,25.5,-7,2.5217391304347827,-1,1.5,0,22.54,37.967871485943775,1
23,98,0,0,1,1,1,27,1,4,1,100,93,0,2,0,0,89.2,25.0,-7,4.043478260869565,-1,1.4,0,22.54,83.28915662650603,1
23,98,2,0,1,1,1,27,2,5,0,65,58,0,2,2,0,65.2,25.5,-7,2.5217391304347827,1,1.5,2,22.54,37.967871485943775,1
23,98,2,0,1,1,1,27,1,4,1,100,93,0,2,0,0,89.2,25.0,-7,4.043478260869565,1,1.4,2,22.54,83.28915662650603,1
23,98,2,1,0,1,1,27,2,5,0,65,58,0,2,2,0,75.2,25.5,-7,2.5217391304347827,0,1.5,0,22.54,43.79116465863454,1
23,98,2,1,0,1,1,27,1,4,1,100,93,0,2,0,0,99.2,25.0,-7,4.043478260869565,0,1.4,0,22.54,92.62650602409639,1
21,83,1,1,0,1,1,27,2,1,0,66,86,0,1,0,0,69.60000000000001,21.5,20,4.095238095238095,0,1.1,0,17.43,60.09638554216869,1
21,83,1,1,0,1,1,27,0,7,1,77,96,1,1,0,0,84.0,24.5,19,4.571428571428571,0,2.7,0,17.43,80.96385542168676,1
21,83,1,1,2,1,1,27,2,1,0,66,86,0,1,0,0,69.60000000000001,21.5,20,4.095238095238095,2,1.1,2,17.43,60.09638554216869,1
21,83,1,1,2,1,1,27,0,7,1,77,96,1,1,0,0,84.0,24.5,19,4.571428571428571,2,2.7,2,17.43,80.96385542168676,1
21,83,0,0,0,1,1,27,2,1,0,66,86,0,1,0,0,59.60000000000001,21.5,20,4.095238095238095,-1,1.1,0,17.43,51.461847389558244,1
21,83,0,0,0,1,1,27,0,7,1,77,96,1,1,0,0,74.0,24.5,19,4.571428571428571,-1,2.7,0,17.43,71.32530120481928,1
21,83,0,1,0,1,1,27,2,1,0,66,86,0,1,0,0,69.60000000000001,21.5,20,4.095238095238095,-1,1.1,0,17.43,60.09638554216869,1
21,83,0,1,0,1,1,27,0,7,1,77,96,1,1,0,0,84.0,24.5,19,4.571428571428571,-1,2.7,0,17.43,80.96385542168676,1
21,83,2,1,2,1,1,27,2,1,0,66,86,0,1,0,0,69.60000000000001,21.5,20,4.095238095238095,3,1.1,4,17.43,60.09638554216869,1
21,83,2,0,1,1,1,27,2,1,0,66,86,0,1,0,0,59.60000000000001,21.5,20,4.095238095238095,2,1.1,2,17.43,51.461847389558244,1
21,83,2,0,1,1,1,27,0,7,1,77,96,1,1,0,0,74.0,24.5,19,4.571428571428571,2,2.7,2,17.43,71.32530120481928,1
17,68,1,0,1,1,0,19,3,0,1,75,42,1,1,3,0,67.2,17.0,-33,2.4705882352941178,1,2.0,1,11.56,28.337349397590366,1
17,68,1,0,1,1,0,20,3,19,1,88,49,1,1,3,0,72.4,26.5,-39,2.8823529411764706,1,3.9000000000000004,1,11.56,35.61847389558233,1
17,68,1,1,1,1,0,19,3,0,1,75,42,1,1,3,0,77.2,17.0,-33,2.4705882352941178,1,2.0,1,11.56,32.55421686746988,1
17,68,1,1,1,1,0,20,3,19,1,88,49,1,1,3,0,82.4,26.5,-39,2.8823529411764706,1,3.9000000000000004,1,11.56,40.53815261044177,1
17,68,1,0,2,1,0,19,3,0,1,75,42,1,1,3,0,67.2,17.0,-33,2.4705882352941178,2,2.0,2,11.56,28.337349397590366,1
17,68,1,0,2,1,0,20,3,19,1,88,49,1,1,3,0,72.4,26.5,-39,2.8823529411764706,2,3.9000000000000004,2,11.56,35.61847389558233,1
17,68,2,1,1,1,0,19,3,0,1,75,42,1,1,3,0,77.2,17.0,-33,2.4705882352941178,2,2.0,2,11.56,32.55421686746988,1
17,68,2,1,1,1,0,20,3,19,1,88,49,1,1,3,0,82.4,26.5,-39,2.8823529411764706,2,3.9000000000000004,2,11.56,40.53815261044177,1
17,68,0,1,2,1,0,19,3,0,1,75,42,1,1,3,0,77.2,17.0,-33,2.4705882352941178,1,2.0,0,11.56,32.55421686746988,1
17,68,0,1,2,1,0,20,3,19,1,88,49,1,1,3,0,82.4,26.5,-39,2.8823529411764706,1,3.9000000000000004,0,11.56,40.53815261044177,1
22,70,1,1,1,1,0,22,3,1,1,74,40,1,2,3,0,77.6,22.5,-34,1.8181818181818181,0,2.1,1,15.399999999999999,31.164658634538153,1
22,70,1,0,0,1,0,22,3,1,1,74,40,1,2,3,0,67.6,22.5,-34,1.8181818181818181,-1,2.1,0,15.399999999999999,27.14859437751004,1
22,70,2,1,2,1,0,22,3,1,1,74,40,1,2,3,0,77.6,22.5,-34,1.8181818181818181,2,2.1,4,15.399999999999999,31.164658634538153,1
22,70,1,1,0,1,0,22,3,1,1,74,40,1,2,3,0,77.6,22.5,-34,1.8181818181818181,-1,2.1,0,15.399999999999999,31.164658634538153,1
22,70,2,1,1,1,0,22,3,1,1,74,40,1,2,3,0,77.6,22.5,-34,1.8181818181818181,1,2.1,2,15.399999999999999,31.164658634538153,1
29,78,1,0,2,1,0,28,0,2,1,67,91,1,2,0,0,68.0,30.0,24,3.1379310344827585,1,2.2,2,22.62,62.1285140562249,1
29,78,2,1,1,1,0,28,0,2,1,67,91,1,2,0,0,78.0,30.0,24,3.1379310344827585,1,2.2,2,22.62,71.26506024096386,1
19,99,2,0,1,1,1,25,3,13,1,91,56,1,0,2,0,86.0,25.5,-35,2.9473684210526314,3,3.3,2,18.81,48.35341365461848,1
19,99,1,0,1,1,1,25,3,13,1,91,56,1,0,2,0,86.0,25.5,-35,2.9473684210526314,2,3.3,1,18.81,48.35341365461848,1
19,99,2,0,0,1,1,25,3,13,1,91,56,1,0,2,0,86.0,25.5,-35,2.9473684210526314,2,3.3,0,18.81,48.35341365461848,1
19,99,2,1,0,1,1,25,3,13,1,91,56,1,0,2,0,96.0,25.5,-35,2.9473684210526314,2,3.3,0,18.81,53.975903614457835,1
19,99,0,0,1,1,1,25,3,13,1,91,56,1,0,2,0,86.0,25.5,-35,2.9473684210526314,1,3.3,0,18.81,48.35341365461848,1
19,99,1,1,0,1,1,25,3,13,1,91,56,1,0,2,0,96.0,25.5,-35,2.9473684210526314,1,3.3,0,18.81,53.975903614457835,1
19,99,1,1,1,1,1,25,3,13,1,91,56,1,0,2,0,96.0,25.5,-35,2.9473684210526314,2,3.3,1,18.81,53.975903614457835,1
19,99,0,0,2,1,1,25,3,13,1,91,56,1,0,2,0,86.0,25.5,-35,2.9473684210526314,2,3.3,0,18.81,48.35341365461848,1
19,99,2,1,1,1,1,25,3,13,1,91,56,1,0,2,0,96.0,25.5,-35,2.9473684210526314,3,3.3,2,18.81,53.975903614457835,1
20,74,2,0,0,1,0,24,1,20,1,68,67,0,1,2,0,66.80000000000001,30.0,-1,3.35,1,3.0,0,14.8,44.93574297188756,1
20,74,2,0,0,1,0,29,0,13,0,80,65,0,0,2,0,61.6,26.5,-15,3.25,2,2.3,0,14.8,40.200803212851405,1
20,74,1,1,0,1,0,24,1,20,1,68,67,0,1,2,0,76.80000000000001,30.0,-1,3.35,0,3.0,0,14.8,51.66265060240965,1
20,74,1,1,0,1,0,29,0,13,0,80,65,0,0,2,0,71.6,26.5,-15,3.25,1,2.3,0,14.8,46.726907630522085,1
20,74,1,1,2,1,0,24,1,20,1,68,67,0,1,2,0,76.80000000000001,30.0,-1,3.35,2,3.0,2,14.8,51.66265060240965,1
20,74,1,1,2,1,0,29,0,13,0,80,65,0,0,2,0,71.6,26.5,-15,3.25,3,2.3,2,14.8,46.726907630522085,1
20,74,0,1,2,1,0,24,1,20,1,68,67,0,1,2,0,76.80000000000001,30.0,-1,3.35,1,3.0,0,14.8,51.66265060240965,1
20,74,0,1,2,1,0,29,0,13,0,80,65,0,0,2,0,71.6,26.5,-15,3.25,2,2.3,0,14.8,46.726907630522085,1
17,65,1,0,1,1,0,21,1,16,0,79,58,1,2,2,0,57.6,25.0,-21,3.411764705882353,0,3.6,1,11.05,33.5421686746988,1
21,62,0,1,2,1,1,26,2,9,1,65,46,0,2,3,0,70.8,25.5,-19,2.1904761904761907,0,1.9,0,13.02,32.69879518072289,1
21,62,0,0,2,1,1,26,2,9,1,65,46,0,2,3,0,60.8,25.5,-19,2.1904761904761907,0,1.9,0,13.02,28.080321285140563,1
21,62,1,0,1,1,1,26,2,9,1,65,46,0,2,3,0,60.8,25.5,-19,2.1904761904761907,0,1.9,1,13.02,28.080321285140563,1
22,83,2,1,1,1,1,28,2,11,0,96,75,1,2,1,0,81.60000000000001,27.5,-21,3.409090909090909,1,3.1,2,18.259999999999998,61.445783132530124,1
22,83,1,1,2,1,1,28,2,11,0,96,75,1,2,1,0,81.60000000000001,27.5,-21,3.409090909090909,1,3.1,2,18.259999999999998,61.445783132530124,1
22,83,0,1,1,1,1,28,2,11,0,96,75,1,2,1,0,81.60000000000001,27.5,-21,3.409090909090909,-1,3.1,0,18.259999999999998,61.445783132530124,1
16,90,1,0,1,1,0,19,1,0,1,90,52,0,2,3,0,82.0,16.0,-38,3.25,0,1.0,1,14.4,42.81124497991968,1
16,90,2,1,1,1,0,19,1,0,1,90,52,0,2,3,0,92.0,16.0,-38,3.25,1,1.0,2,14.4,48.032128514056225,1
16,90,2,1,2,1,0,19,1,0,1,90,52,0,2,3,0,92.0,16.0,-38,3.25,2,1.0,4,14.4,48.032128514056225,1
18,66,2,0,0,1,1,27,2,11,0,57,60,1,0,2,0,49.2,23.5,3,3.3333333333333335,2,3.1,0,11.88,29.638554216867472,1
18,66,1,0,1,1,1,27,2,11,0,57,60,1,0,2,0,49.2,23.5,3,3.3333333333333335,2,3.1,1,11.88,29.638554216867472,1
18,66,2,0,1,1,1,27,2,11,0,57,60,1,0,2,0,49.2,23.5,3,3.3333333333333335,3,3.1,2,11.88,29.638554216867472,1
18,66,2,1,1,1,1,27,2,11,0,57,60,1,0,2,0,59.2,23.5,3,3.3333333333333335,3,3.1,2,11.88,35.66265060240964,1
18,66,1,1,2,1,1,27,2,11,0,57,60,1,0,2,0,59.2,23.5,3,3.3333333333333335,3,3.1,2,11.88,35.66265060240964,1
18,66,1,1,1,1,1,27,2,11,0,57,60,1,0,2,0,59.2,23.5,3,3.3333333333333335,2,3.1,1,11.88,35.66265060240964,1
16,83,2,1,0,1,0,26,1,0,0,96,56,1,0,2,0,81.60000000000001,16.0,-40,3.5,2,2.0,0,13.28,45.87951807228916,1
16,83,1,1,1,1,0,26,1,0,0,96,56,1,0,2,0,81.60000000000001,16.0,-40,3.5,2,2.0,1,13.28,45.87951807228916,1
16,83,1,1,2,1,0,26,1,0,0,96,56,1,0,2,0,81.60000000000001,16.0,-40,3.5,3,2.0,2,13.28,45.87951807228916,1
16,83,1,1,0,1,0,26,1,0,0,96,56,1,0,2,0,81.60000000000001,16.0,-40,3.5,1,2.0,0,13.28,45.87951807228916,1
16,83,1,0,0,1,0,26,1,0,0,96,56,1,0,2,0,71.60000000000001,16.0,-40,3.5,1,2.0,0,13.28,40.25702811244981,1
31,70,2,1,1,1,1,28,2,1,0,52,71,1,2,1,0,58.8,31.5,19,2.2903225806451615,1,2.1,2,21.7,41.915662650602414,1
20,69,1,1,1,1,1,21,3,3,1,87,79,1,0,1,0,82.4,21.5,-8,3.95,2,2.3,1,13.799999999999999,65.35742971887551,1
20,69,2,1,1,1,1,21,3,3,1,87,79,1,0,1,0,82.4,21.5,-8,3.95,3,2.3,2,13.799999999999999,65.35742971887551,1
20,69,2,0,0,1,1,21,3,3,1,87,79,1,0,1,0,72.4,21.5,-8,3.95,2,2.3,0,13.799999999999999,57.42570281124498,1
20,69,1,1,2,1,1,21,3,3,1,87,79,1,0,1,0,82.4,21.5,-8,3.95,3,2.3,2,13.799999999999999,65.35742971887551,1
25,65,1,0,1,1,0,25,3,0,1,62,51,0,1,3,0,60.8,25.0,-11,2.04,1,1.0,1,16.25,31.13253012048193,1
25,65,1,0,1,1,0,28,3,12,1,100,55,1,0,2,1,76.0,31.0,-45,2.2,2,3.2,1,16.25,41.967871485943775,1
25,65,2,1,2,1,0,25,3,0,1,62,51,0,1,3,0,70.8,25.0,-11,2.04,3,1.0,4,16.25,36.25301204819277,1
25,65,2,1,2,1,0,28,3,12,1,100,55,1,0,2,1,86.0,31.0,-45,2.2,4,3.2,4,16.25,47.48995983935743,1
25,65,0,1,1,1,0,25,3,0,1,62,51,0,1,3,0,70.8,25.0,-11,2.04,0,1.0,0,16.25,36.25301204819277,1
25,65,0,1,1,1,0,28,3,12,1,100,55,1,0,2,1,86.0,31.0,-45,2.2,1,3.2,0,16.25,47.48995983935743,1
25,65,1,1,1,1,0,25,3,0,1,62,51,0,1,3,0,70.8,25.0,-11,2.04,1,1.0,1,16.25,36.25301204819277,1
25,65,1,1,1,1,0,28,3,12,1,100,55,1,0,2,1,86.0,31.0,-45,2.2,2,3.2,1,16.25,47.48995983935743,1
21,65,0,1,0,1,0,20,3,1,1,54,54,1,0,3,0,67.6,21.5,0,2.5714285714285716,0,2.1,0,13.65,36.65060240963855,1
21,65,0,1,0,1,0,24,1,2,1,96,78,0,2,1,1,84.4,22.0,-18,3.7142857142857144,-2,1.2,0,13.65,66.09638554216868,1
21,65,1,1,0,1,1,21,0,0,0,93,95,1,1,0,0,73.2,21.0,2,4.523809523809524,0,2.0,0,13.65,69.81927710843374,1
21,65,1,0,2,1,1,21,0,0,0,93,95,1,1,0,0,63.2,21.0,2,4.523809523809524,2,2.0,2,13.65,60.28112449799198,1
21,65,1,1,1,1,1,21,0,0,0,93,95,1,1,0,0,73.2,21.0,2,4.523809523809524,1,2.0,1,13.65,69.81927710843374,1
21,65,1,0,1,1,1,21,0,0,0,93,95,1,1,0,0,63.2,21.0,2,4.523809523809524,1,2.0,1,13.65,60.28112449799198,1
21,65,2,1,2,1,1,21,0,0,0,93,95,1,1,0,0,73.2,21.0,2,4.523809523809524,3,2.0,4,13.65,69.81927710843374,1
21,65,2,0,1,1,1,21,0,0,0,93,95,1,1,0,0,63.2,21.0,2,4.523809523809524,2,2.0,2,13.65,60.28112449799198,1
24,68,1,0,0,1,1,29,2,13,1,78,61,1,1,2,0,68.4,30.5,-17,2.5416666666666665,0,3.3,0,16.32,41.89156626506025,1
24,68,1,0,1,1,1,29,2,13,1,78,61,1,1,2,0,68.4,30.5,-17,2.5416666666666665,1,3.3,1,16.32,41.89156626506025,1
24,68,1,1,2,1,1,29,2,13,1,78,61,1,1,2,0,78.4,30.5,-17,2.5416666666666665,2,3.3,2,16.32,48.01606425702812,1
24,68,1,1,0,1,1,29,2,13,1,78,61,1,1,2,0,78.4,30.5,-17,2.5416666666666665,0,3.3,0,16.32,48.01606425702812,1
24,68,2,1,0,1,1,29,2,13,1,78,61,1,1,2,0,78.4,30.5,-17,2.5416666666666665,1,3.3,0,16.32,48.01606425702812,1
24,68,1,1,1,1,1,29,2,13,1,78,61,1,1,2,0,78.4,30.5,-17,2.5416666666666665,1,3.3,1,16.32,48.01606425702812,1
24,68,0,1,0,1,1,29,2,13,1,78,61,1,1,2,0,78.4,30.5,-17,2.5416666666666665,-1,3.3,0,16.32,48.01606425702812,1
21,84,1,1,0,1,0,23,0,11,0,79,56,1,2,2,0,75.2,26.5,-23,2.6666666666666665,-1,3.1,0,17.64,42.28112449799197,1
21,84,0,0,0,1,0,23,0,11,0,79,56,1,2,2,0,65.2,26.5,-23,2.6666666666666665,-2,3.1,0,17.64,36.65863453815261,1
21,84,1,0,1,1,0,23,0,11,0,79,56,1,2,2,0,65.2,26.5,-23,2.6666666666666665,0,3.1,1,17.64,36.65863453815261,1
21,84,2,1,0,1,0,23,0,11,0,79,56,1,2,2,0,75.2,26.5,-23,2.6666666666666665,0,3.1,0,17.64,42.28112449799197,1
21,84,0,1,0,1,0,23,0,11,0,79,56,1,2,2,0,75.2,26.5,-23,2.6666666666666665,-2,3.1,0,17.64,42.28112449799197,1
18,94,2,1,1,1,1,29,1,17,1,55,51,1,2,3,0,79.6,26.5,-4,2.8333333333333335,1,3.7,2,16.919999999999998,40.75903614457831,1
18,94,1,1,2,1,1,29,1,17,1,55,51,1,2,3,0,79.6,26.5,-4,2.8333333333333335,1,3.7,2,16.919999999999998,40.75903614457831,1
18,94,2,1,0,1,1,29,1,17,1,55,51,1,2,3,0,79.6,26.5,-4,2.8333333333333335,0,3.7,0,16.919999999999998,40.75903614457831,1
18,94,1,1,1,1,1,29,1,17,1,55,51,1,2,3,0,79.6,26.5,-4,2.8333333333333335,0,3.7,1,16.919999999999998,40.75903614457831,1
18,94,1,0,0,1,1,29,1,17,1,55,51,1,2,3,0,69.6,26.5,-4,2.8333333333333335,-1,3.7,0,16.919999999999998,35.63855421686747,1
17,78,1,1,1,1,0,24,1,14,1,84,59,0,0,2,0,84.80000000000001,24.0,-25,3.4705882352941178,2,2.4000000000000004,1,13.26,50.23293172690764,1
17,78,2,0,1,1,0,24,1,14,1,84,59,0,0,2,0,74.80000000000001,24.0,-25,3.4705882352941178,3,2.4000000000000004,2,13.26,44.30923694779117,1
17,78,1,1,0,1,0,24,1,14,1,84,59,0,0,2,0,84.80000000000001,24.0,-25,3.4705882352941178,1,2.4000000000000004,0,13.26,50.23293172690764,1
26,61,0,1,1,1,0,28,2,20,0,69,99,1,2,0,0,62.0,36.0,30,3.8076923076923075,-1,4.0,0,15.86,61.62650602409639,1
26,61,1,1,2,1,0,28,2,20,0,69,99,1,2,0,0,62.0,36.0,30,3.8076923076923075,1,4.0,2,15.86,61.62650602409639,1
22,86,1,1,0,1,1,23,0,9,0,60,47,1,2,3,0,68.4,26.5,-13,2.1363636363636362,-1,2.9,0,18.919999999999998,32.277108433734945,1
22,86,1,1,0,1,1,24,3,6,1,73,55,1,2,2,0,83.6,25.0,-18,2.5,-1,2.6,0,18.919999999999998,46.16465863453815,1
22,86,1,1,0,1,1,19,1,8,0,100,87,1,0,0,0,84.4,26.0,-13,3.9545454545454546,1,2.8,0,18.919999999999998,73.72289156626506,1
22,86,1,1,0,1,1,24,3,7,1,86,96,1,2,0,0,88.8,25.5,10,4.363636363636363,-1,2.7,0,18.919999999999998,85.59036144578313,1
22,86,0,0,1,1,1,23,0,9,0,60,47,1,2,3,0,58.4,26.5,-13,2.1363636363636362,-1,2.9,0,18.919999999999998,27.558232931726913,1
22,86,0,0,1,1,1,24,3,6,1,73,55,1,2,2,0,73.6,25.0,-18,2.5,-1,2.6,0,18.919999999999998,40.6425702811245,1
22,86,0,0,1,1,1,19,1,8,0,100,87,1,0,0,0,74.4,26.0,-13,3.9545454545454546,1,2.8,0,18.919999999999998,64.98795180722892,1
22,86,0,0,1,1,1,24,3,7,1,86,96,1,2,0,0,78.8,25.5,10,4.363636363636363,-1,2.7,0,18.919999999999998,75.95180722891567,1
22,86,1,1,2,1,1,23,0,9,0,60,47,1,2,3,0,68.4,26.5,-13,2.1363636363636362,1,2.9,2,18.919999999999998,32.277108433734945,1
22,86,1,1,2,1,1,24,3,6,1,73,55,1,2,2,0,83.6,25.0,-18,2.5,1,2.6,2,18.919999999999998,46.16465863453815,1
22,86,1,1,2,1,1,19,1,8,0,100,87,1,0,0,0,84.4,26.0,-13,3.9545454545454546,3,2.8,2,18.919999999999998,73.72289156626506,1
22,86,1,1,2,1,1,24,3,7,1,86,96,1,2,0,0,88.8,25.5,10,4.363636363636363,1,2.7,2,18.919999999999998,85.59036144578313,1
22,86,1,1,1,1,1,23,0,9,0,60,47,1,2,3,0,68.4,26.5,-13,2.1363636363636362,0,2.9,1,18.919999999999998,32.277108433734945,1
22,86,1,1,1,1,1,24,3,6,1,73,55,1,2,2,0,83.6,25.0,-18,2.5,0,2.6,1,18.919999999999998,46.16465863453815,1
22,86,1,1,1,1,1,19,1,8,0,100,87,1,0,0,0,84.4,26.0,-13,3.9545454545454546,2,2.8,1,18.919999999999998,73.72289156626506,1
22,86,1,1,1,1,1,24,3,7,1,86,96,1,2,0,0,88.8,25.5,10,4.363636363636363,0,2.7,1,18.919999999999998,85.59036144578313,1
22,86,1,0,0,1,1,23,0,9,0,60,47,1,2,3,0,58.4,26.5,-13,2.1363636363636362,-1,2.9,0,18.919999999999998,27.558232931726913,1
22,86,1,0,0,1,1,24,3,6,1,73,55,1,2,2,0,73.6,25.0,-18,2.5,-1,2.6,0,18.919999999999998,40.6425702811245,1
22,86,1,0,0,1,1,19,1,8,0,100,87,1,0,0,0,74.4,26.0,-13,3.9545454545454546,1,2.8,0,18.919999999999998,64.98795180722892,1
22,86,1,0,0,1,1,24,3,7,1,86,96,1,2,0,0,78.8,25.5,10,4.363636363636363,-1,2.7,0,18.919999999999998,75.95180722891567,1
22,86,1,0,2,1,1,23,0,9,0,60,47,1,2,3,0,58.4,26.5,-13,2.1363636363636362,1,2.9,2,18.919999999999998,27.558232931726913,1
22,86,1,0,2,1,1,24,3,6,1,73,55,1,2,2,0,73.6,25.0,-18,2.5,1,2.6,2,18.919999999999998,40.6425702811245,1
22,86,1,0,2,1,1,19,1,8,0,100,87,1,0,0,0,74.4,26.0,-13,3.9545454545454546,3,2.8,2,18.919999999999998,64.98795180722892,1
