StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,flag_unrealistic,EngagementScore,AcademicEffort,PerformanceGap,StudyEfficiency,WellbeingIndex,DigitalScore,MotivationXResources,AttendanceXStudy,ExamXEngagement,GMM_Cluster
13,91,1,0,1,1,0,28,1,11,1,85,46,1,2,3,0,80.4,18.5,-39,3.5384615384615383,0,3.1,1,11.83,37.13253012048194,2
13,91,1,0,1,1,0,19,2,18,0,89,61,0,2,2,0,72.0,22.0,-28,4.6923076923076925,0,2.8,1,11.83,44.096385542168676,2
13,91,1,1,1,1,0,19,0,7,1,64,63,0,1,2,0,82.0,16.5,-1,4.846153846153846,1,1.7000000000000002,1,11.83,51.867469879518076,2
13,91,1,1,1,1,0,25,3,12,0,73,77,0,2,1,0,75.6,19.0,4,5.923076923076923,0,2.2,1,11.83,58.44578313253012,2
13,91,1,1,1,1,0,21,0,13,1,98,100,0,2,0,0,95.6,19.5,2,7.6923076923076925,0,2.3,1,11.83,95.98393574297188,2
13,91,1,1,1,1,0,29,1,3,1,66,90,1,2,0,0,82.8,14.5,24,6.923076923076923,0,2.3,1,11.83,74.81927710843374,2
13,91,1,1,1,1,0,28,1,11,1,85,46,1,2,3,0,90.4,18.5,-39,3.5384615384615383,0,3.1,1,11.83,41.75100401606426,2
13,91,1,1,1,1,0,19,2,18,0,89,61,0,2,2,0,82.0,22.0,-28,4.6923076923076925,0,2.8,1,11.83,50.22088353413655,2
18,66,2,0,0,1,1,22,1,3,0,50,73,1,1,1,0,46.400000000000006,19.5,23,4.055555555555555,1,2.3,0,11.88,34.00803212851406,2
18,66,1,0,1,1,1,22,1,3,0,50,73,1,1,1,0,46.400000000000006,19.5,23,4.055555555555555,1,2.3,1,11.88,34.00803212851406,2
18,66,2,0,1,1,1,22,1,3,0,50,73,1,1,1,0,46.400000000000006,19.5,23,4.055555555555555,2,2.3,2,11.88,34.00803212851406,2
18,66,2,1,1,1,1,22,1,3,0,50,73,1,1,1,0,56.400000000000006,19.5,23,4.055555555555555,2,2.3,2,11.88,41.337349397590366,2
18,66,1,1,2,1,1,22,1,3,0,50,73,1,1,1,0,56.400000000000006,19.5,23,4.055555555555555,2,2.3,2,11.88,41.337349397590366,2
18,66,1,1,1,1,1,22,1,3,0,50,73,1,1,1,0,56.400000000000006,19.5,23,4.055555555555555,1,2.3,1,11.88,41.337349397590366,2
16,83,1,0,1,1,0,27,1,12,1,52,66,0,1,2,0,64.0,22.0,14,4.125,1,2.2,1,13.28,42.40963855421687,2
16,83,1,0,1,1,0,26,1,0,0,96,56,1,0,2,0,71.60000000000001,16.0,-40,3.5,2,2.0,1,13.28,40.25702811244981,2
16,83,2,1,0,1,0,27,1,12,1,52,66,0,1,2,0,74.0,22.0,14,4.125,1,2.2,0,13.28,49.036144578313255,2
16,83,1,1,1,1,0,27,1,12,1,52,66,0,1,2,0,74.0,22.0,14,4.125,1,2.2,1,13.28,49.036144578313255,2
16,83,1,1,2,1,0,27,1,12,1,52,66,0,1,2,0,74.0,22.0,14,4.125,2,2.2,2,13.28,49.036144578313255,2
16,83,1,1,0,1,0,27,1,12,1,52,66,0,1,2,0,74.0,22.0,14,4.125,0,2.2,0,13.28,49.036144578313255,2
16,83,1,0,0,1,0,27,1,12,1,52,66,0,1,2,0,64.0,22.0,14,4.125,0,2.2,0,13.28,42.40963855421687,2
20,69,1,1,1,1,1,18,3,9,0,82,97,0,2,0,0,70.4,24.5,15,4.85,0,1.9,1,13.799999999999999,68.56224899598395,2
20,69,2,1,1,1,1,18,3,9,0,82,97,0,2,0,0,70.4,24.5,15,4.85,1,1.9,2,13.799999999999999,68.56224899598395,2
20,69,2,0,0,1,1,18,3,9,0,82,97,0,2,0,0,60.400000000000006,24.5,15,4.85,0,1.9,0,13.799999999999999,58.823293172690775,2
20,69,1,1,2,1,1,18,3,9,0,82,97,0,2,0,0,70.4,24.5,15,4.85,1,1.9,2,13.799999999999999,68.56224899598395,2
14,60,1,0,1,1,0,18,0,6,0,88,52,1,2,3,0,59.2,17.0,-36,3.7142857142857144,0,2.6,1,8.4,30.907630522088358,2
14,60,0,1,0,1,0,18,0,6,0,88,52,1,2,3,0,69.2,17.0,-36,3.7142857142857144,-2,2.6,0,8.4,36.1285140562249,2
8,99,1,0,0,1,0,28,2,9,1,99,97,0,1,0,0,89.2,12.5,-2,12.125,0,1.9,0,7.92,86.8714859437751,2
8,99,1,0,0,1,0,23,1,4,1,89,54,1,1,3,0,85.2,10.0,-35,6.75,0,2.4,0,7.92,46.19277108433735,2
8,99,1,0,0,1,0,20,3,6,1,59,91,0,0,0,0,73.2,11.0,32,11.375,1,1.6,0,7.92,66.87951807228916,2
8,99,2,1,1,1,0,28,2,9,1,99,97,0,1,0,0,99.2,12.5,-2,12.125,2,1.9,2,7.92,96.61044176706828,2
8,99,2,1,1,1,0,23,1,4,1,89,54,1,1,3,0,95.2,10.0,-35,6.75,2,2.4,2,7.92,51.61445783132531,2
8,99,2,1,1,1,0,20,3,6,1,59,91,0,0,0,0,83.2,11.0,32,11.375,3,1.6,2,7.92,76.01606425702812,2
12,72,1,1,1,1,0,28,1,15,1,58,100,0,1,0,0,72.0,19.5,42,8.333333333333334,1,2.5,1,8.64,72.28915662650603,2
12,72,1,1,1,1,0,26,2,20,1,51,42,1,2,3,0,69.2,22.0,-9,3.5,0,4.0,1,8.64,29.18072289156627,2
12,72,1,1,1,1,0,29,1,5,0,61,73,1,1,1,0,63.2,14.5,12,6.083333333333333,1,2.5,1,8.64,46.32128514056226,2
12,72,0,1,2,1,0,28,1,15,1,58,100,0,1,0,0,72.0,19.5,42,8.333333333333334,1,2.5,0,8.64,72.28915662650603,2
12,72,0,1,2,1,0,26,2,20,1,51,42,1,2,3,0,69.2,22.0,-9,3.5,0,4.0,0,8.64,29.18072289156627,2
12,72,0,1,2,1,0,29,1,5,0,61,73,1,1,1,0,63.2,14.5,12,6.083333333333333,1,2.5,0,8.64,46.32128514056226,2
12,72,1,0,2,1,0,28,1,15,1,58,100,0,1,0,0,62.0,19.5,42,8.333333333333334,2,2.5,2,8.64,62.24899598393575,2
12,72,1,0,2,1,0,26,2,20,1,51,42,1,2,3,0,59.2,22.0,-9,3.5,1,4.0,2,8.64,24.96385542168675,2
12,72,1,0,2,1,0,29,1,5,0,61,73,1,1,1,0,53.2,14.5,12,6.083333333333333,2,2.5,2,8.64,38.99196787148595,2
12,72,1,0,0,1,0,28,1,15,1,58,100,0,1,0,0,62.0,19.5,42,8.333333333333334,0,2.5,0,8.64,62.24899598393575,2
12,72,1,0,0,1,0,26,2,20,1,51,42,1,2,3,0,59.2,22.0,-9,3.5,-1,4.0,0,8.64,24.96385542168675,2
12,72,1,0,0,1,0,29,1,5,0,61,73,1,1,1,0,53.2,14.5,12,6.083333333333333,0,2.5,0,8.64,38.99196787148595,2
21,65,2,0,0,1,1,21,0,0,0,93,95,1,1,0,0,63.2,21.0,2,4.523809523809524,1,2.0,0,13.65,60.28112449799198,2
18,94,2,1,1,1,1,21,0,0,1,83,93,1,2,0,0,90.80000000000001,18.0,10,5.166666666666667,1,2.0,2,16.919999999999998,84.7831325301205,2
18,94,1,1,2,1,1,21,0,0,1,83,93,1,2,0,0,90.80000000000001,18.0,10,5.166666666666667,1,2.0,2,16.919999999999998,84.7831325301205,2
18,94,2,1,0,1,1,21,0,0,1,83,93,1,2,0,0,90.80000000000001,18.0,10,5.166666666666667,0,2.0,0,16.919999999999998,84.7831325301205,2
18,94,1,1,1,1,1,21,0,0,1,83,93,1,2,0,0,90.80000000000001,18.0,10,5.166666666666667,0,2.0,1,16.919999999999998,84.7831325301205,2
18,94,1,0,0,1,1,21,0,0,1,83,93,1,2,0,0,80.80000000000001,18.0,10,5.166666666666667,-1,2.0,0,16.919999999999998,75.44578313253014,2
11,98,1,1,0,1,1,25,0,11,0,77,81,1,0,1,0,80.0,16.5,4,7.363636363636363,1,3.1,0,10.78,65.06024096385542,2
11,98,1,1,0,1,1,25,2,7,1,94,52,1,2,3,0,96.80000000000001,14.5,-42,4.7272727272727275,-1,2.7,0,10.78,50.53815261044178,2
11,98,1,1,0,1,1,26,0,12,0,58,87,0,2,0,0,72.4,17.0,29,7.909090909090909,-1,2.2,0,10.78,63.24096385542169,2
11,98,2,1,2,1,1,25,0,11,0,77,81,1,0,1,0,80.0,16.5,4,7.363636363636363,4,3.1,4,10.78,65.06024096385542,2
11,98,2,1,2,1,1,25,2,7,1,94,52,1,2,3,0,96.80000000000001,14.5,-42,4.7272727272727275,2,2.7,4,10.78,50.53815261044178,2
11,98,2,1,2,1,1,26,0,12,0,58,87,0,2,0,0,72.4,17.0,29,7.909090909090909,2,2.2,4,10.78,63.24096385542169,2
16,70,1,1,1,1,1,28,2,7,1,94,84,1,0,1,0,85.6,19.5,-10,5.25,2,2.7,1,11.2,72.19277108433735,2
16,70,1,1,1,1,1,22,0,20,0,89,83,1,2,1,0,73.6,26.0,-6,5.1875,0,4.0,1,11.2,61.33333333333333,2
16,70,1,1,1,1,1,19,2,20,1,53,86,1,2,0,0,69.2,26.0,33,5.375,0,4.0,1,11.2,59.751004016064265,2
16,70,2,1,2,1,1,28,2,7,1,94,84,1,0,1,0,85.6,19.5,-10,5.25,4,2.7,4,11.2,72.19277108433735,2
16,70,2,1,2,1,1,22,0,20,0,89,83,1,2,1,0,73.6,26.0,-6,5.1875,2,4.0,4,11.2,61.33333333333333,2
16,70,2,1,2,1,1,19,2,20,1,53,86,1,2,0,0,69.2,26.0,33,5.375,2,4.0,4,11.2,59.751004016064265,2
17,78,1,1,1,1,0,26,3,9,0,90,85,1,2,0,0,77.2,21.5,-5,5.0,0,2.9,1,13.26,65.88353413654619,2
17,78,1,1,1,1,0,29,1,20,1,58,85,0,2,0,0,74.4,27.0,27,5.0,0,3.0,1,13.26,63.49397590361446,2
17,78,2,0,1,1,0,26,3,9,0,90,85,1,2,0,0,67.2,21.5,-5,5.0,1,2.9,2,13.26,57.34939759036145,2
17,78,2,0,1,1,0,29,1,20,1,58,85,0,2,0,0,64.4,27.0,27,5.0,1,3.0,2,13.26,54.95983935742972,2
17,78,1,1,0,1,0,26,3,9,0,90,85,1,2,0,0,77.2,21.5,-5,5.0,-1,2.9,0,13.26,65.88353413654619,2
17,78,1,1,0,1,0,29,1,20,1,58,85,0,2,0,0,74.4,27.0,27,5.0,-1,3.0,0,13.26,63.49397590361446,2
9,77,1,0,1,1,1,24,3,4,1,63,76,1,0,1,0,66.0,11.0,13,8.444444444444445,2,2.4,1,6.93,50.36144578313253,2
9,77,1,0,1,1,1,18,2,3,1,61,65,1,0,2,0,65.2,10.5,4,7.222222222222222,2,2.3,1,6.93,42.55020080321285,2
9,77,1,0,1,1,1,28,1,16,0,51,66,1,2,2,0,51.2,17.0,15,7.333333333333333,0,3.6,1,6.93,33.9277108433735,2
9,77,1,0,0,1,1,24,3,4,1,63,76,1,0,1,0,66.0,11.0,13,8.444444444444445,1,2.4,0,6.93,50.36144578313253,2
9,77,1,0,0,1,1,18,2,3,1,61,65,1,0,2,0,65.2,10.5,4,7.222222222222222,1,2.3,0,6.93,42.55020080321285,2
9,77,1,0,0,1,1,28,1,16,0,51,66,1,2,2,0,51.2,17.0,15,7.333333333333333,-1,3.6,0,6.93,33.9277108433735,2
9,77,2,1,1,1,1,24,3,4,1,63,76,1,0,1,0,76.0,11.0,13,8.444444444444445,3,2.4,2,6.93,57.99196787148595,2
9,77,2,1,1,1,1,18,2,3,1,61,65,1,0,2,0,75.2,10.5,4,7.222222222222222,3,2.3,2,6.93,49.07630522088354,2
9,77,2,1,1,1,1,28,1,16,0,51,66,1,2,2,0,61.2,17.0,15,7.333333333333333,1,3.6,2,6.93,40.55421686746988,2
9,77,0,0,1,1,1,24,3,4,1,63,76,1,0,1,0,66.0,11.0,13,8.444444444444445,1,2.4,0,6.93,50.36144578313253,2
9,77,0,0,1,1,1,18,2,3,1,61,65,1,0,2,0,65.2,10.5,4,7.222222222222222,1,2.3,0,6.93,42.55020080321285,2
9,77,0,0,1,1,1,28,1,16,0,51,66,1,2,2,0,51.2,17.0,15,7.333333333333333,-1,3.6,0,6.93,33.9277108433735,2
18,68,1,0,1,1,1,26,0,20,0,93,92,0,2,0,0,64.4,28.0,-1,5.111111111111111,0,3.0,1,12.24,59.48594377510041,2
18,68,1,0,1,1,1,18,3,20,0,55,98,0,0,0,0,49.2,28.0,43,5.444444444444445,2,3.0,1,12.24,48.40963855421687,2
18,68,2,0,0,1,1,26,0,20,0,93,92,0,2,0,0,64.4,28.0,-1,5.111111111111111,0,3.0,0,12.24,59.48594377510041,2
18,68,2,0,0,1,1,18,3,20,0,55,98,0,0,0,0,49.2,28.0,43,5.444444444444445,2,3.0,0,12.24,48.40963855421687,2
18,68,2,1,0,1,1,26,0,20,0,93,92,0,2,0,0,74.4,28.0,-1,5.111111111111111,0,3.0,0,12.24,68.72289156626506,2
18,68,2,1,0,1,1,18,3,20,0,55,98,0,0,0,0,59.2,28.0,43,5.444444444444445,2,3.0,0,12.24,58.24899598393575,2
18,68,2,1,2,1,1,26,0,20,0,93,92,0,2,0,0,74.4,28.0,-1,5.111111111111111,2,3.0,4,12.24,68.72289156626506,2
18,68,2,1,2,1,1,18,3,20,0,55,98,0,0,0,0,59.2,28.0,43,5.444444444444445,4,3.0,4,12.24,58.24899598393575,2
18,68,1,1,2,1,1,26,0,20,0,93,92,0,2,0,0,74.4,28.0,-1,5.111111111111111,1,3.0,2,12.24,68.72289156626506,2
18,68,1,1,2,1,1,18,3,20,0,55,98,0,0,0,0,59.2,28.0,43,5.444444444444445,3,3.0,2,12.24,58.24899598393575,2
